wl,n,k
0.19241498999999998,2.03012,1.5329899999999999
0.194002,2.05343,1.53217
0.19558908,2.07479,1.5209700000000002
0.19717618,2.0848299999999997,1.50522
0.19876335,2.08795,1.49873
0.20035057,2.1007,1.49966
0.20193784,2.1240799999999997,1.4916
0.20352516,2.14625,1.46643
0.20511252,2.15216,1.4243299999999999
0.20669991999999998,2.1192599999999997,1.38189
0.20828739999999998,2.0564,1.38473
0.20987491,2.02425,1.4468299999999998
0.21146245,2.0554,1.5058799999999999
0.21305005,2.1086,1.51883
0.2146377,2.14035,1.50617
0.21622539000000002,2.15443,1.49832
0.21781314000000002,2.17103,1.49995
0.21940093,2.19475,1.49912
0.22098877000000003,2.21888,1.49061
0.22257663,2.23845,1.47872
0.22416457999999997,2.25507,1.46746
0.22575252999999998,2.27219,1.4564700000000002
0.22734055,2.2896900000000002,1.44298
0.22892862000000003,2.3048599999999997,1.4261
0.23051669,2.31564,1.40852
0.23210486,2.3233099999999998,1.39301
0.23369304,2.33088,1.3801
0.23528127999999998,2.33969,1.36756
0.23686954,2.34891,1.35371
0.23845786000000002,2.35684,1.3385200000000002
0.24004622,2.3630299999999997,1.3232
0.2416346,2.36806,1.30853
0.24322305,2.3729299999999998,1.29419
0.24481152000000003,2.37751,1.2791700000000001
0.24640006,2.38077,1.26291
0.2479886,2.38115,1.24629
0.24957719,2.37865,1.23118
0.25116585,2.37439,1.2189
0.25275452000000004,2.37026,1.20966
0.25434323,2.36729,1.20242
0.25593201000000004,2.36573,1.19631
0.25752081,2.3656599999999997,1.19059
0.25910964999999997,2.3668400000000003,1.18449
0.26069852000000004,2.36862,1.17741
0.26228742,2.3698900000000003,1.16913
0.26387637,2.36944,1.16085
0.26546536000000004,2.36774,1.1543
0.26705438,2.36636,1.15058
0.26864342999999996,2.3681799999999997,1.1493200000000001
0.27023251,2.37453,1.14723
0.27182166,2.38415,1.14145
0.27341083,2.3942900000000003,1.13014
0.27500003,2.40088,1.11411
0.27658926,2.4025,1.09671
0.27817853,2.39972,1.08057
0.27976782000000006,2.39432,1.06758
0.28135715,2.38896,1.05769
0.28294653,2.38468,1.04939
0.28453595000000004,2.3815,1.04151
0.28612537000000005,2.37893,1.03321
0.28771483999999997,2.37603,1.02437
0.28930435,2.37244,1.01548
0.29089386,2.36816,1.00692
0.29248346000000003,2.3633599999999997,0.9989899999999999
0.29407302999999996,2.35838,0.9917799999999999
0.29566266,2.35345,0.98515
0.29725232,2.34863,0.97893
0.29884201,2.3439400000000004,0.97301
0.30043172999999995,2.33933,0.96729
0.30202148,2.33475,0.96175
0.30361127,2.33017,0.95639
0.30520105000000003,2.32559,0.95121
0.30679089,2.32101,0.9462
0.30838077,2.31643,0.9413600000000001
0.30997064,2.31186,0.93668
0.31156058,2.3073099999999998,0.93216
0.31315054,2.30278,0.92779
0.31474051000000003,2.29829,0.92356
0.31633051,2.29387,0.91945
0.31792053,2.28952,0.9154200000000001
0.31951059,2.28524,0.91143
0.32110067999999997,2.281,0.90743
0.3226908,2.27678,0.90341
0.32428091000000003,2.2725,0.89935
0.32587106,2.2681299999999998,0.89528
0.32746124,2.26366,0.89126
0.32905144999999997,2.2591099999999997,0.8872899999999999
0.33064169,2.2545,0.88341
0.33223196,2.24987,0.8796299999999999
0.33382223,2.24531,0.87587
0.33541254,2.24079,0.8720399999999999
0.33700287,2.2362599999999997,0.8680399999999999
0.33859323,2.23158,0.8638100000000001
