wl,n,k
0.38,4.0998779999999995,1.0945562
0.381,4.09293,1.0877290000000002
0.382,4.086036,1.0809068000000002
0.38299999999999995,4.079196,1.0740902
0.384,4.0724089999999995,1.0672801
0.385,4.065675,1.0604770000000001
0.386,4.058993,1.0536818000000001
0.387,4.052363,1.0468950000000001
0.38799999999999996,4.045783999999999,1.0401174000000002
0.389,4.039256,1.0333496
0.39,4.0327779999999995,1.0265921999999998
0.391,4.02635,1.0198459
0.392,4.019971,1.0131113
0.39299999999999996,4.0136400000000005,1.006389
0.39399999999999996,4.007358,0.9996796
0.395,4.0011230000000015,0.9929836
0.396,3.994936,0.9863017
0.397,3.9887949999999996,0.9796344000000001
0.39799999999999996,3.9827,0.9729821
0.39899999999999997,3.9766510000000004,0.9663455
0.4,3.970648,0.9597251
0.401,3.964689,0.9531214
0.402,3.958775,0.9465348
0.40299999999999997,3.952904,0.9399658999999999
0.40399999999999997,3.947078,0.9334150999999999
0.405,3.941294,0.9268829
0.406,3.935553,0.9203697
0.40700000000000003,3.929854,0.9138759
0.408,3.924197,0.9074021000000001
0.409,3.918582,0.9009485999999999
0.41,3.913008,0.8945158000000001
0.41100000000000003,3.9074739999999997,0.8881041
0.41200000000000003,3.9019800000000004,0.8817139
0.413,3.896527,0.8753456000000001
0.414,3.891113,0.8689995
0.415,3.885737,0.862676
0.41600000000000004,3.880401,0.8563754000000001
0.41700000000000004,3.8751029999999997,0.8500981
0.418,3.869843,0.8438445
0.419,3.864621,0.8376146999999999
0.42,3.859435,0.8314091
0.42100000000000004,3.8542870000000002,0.8252280999999999
0.42200000000000004,3.849175,0.8190719
0.423,3.8441,0.8129408
0.424,3.83906,0.8068350000000001
0.425,3.834056,0.8007549
0.426,3.8290870000000004,0.7947006
0.4270000000000001,3.824153,0.7886725
0.428,3.819254,0.7826706999999999
0.429,3.8143879999999997,0.7766956
0.43,3.809557,0.7707472
0.431,3.804759,0.7648259
0.4320000000000001,3.7999949999999996,0.7589318
0.433,3.795263,0.7530650999999999
0.434,3.790565,0.7472261
0.435,3.7858980000000004,0.7414149
0.436,3.7812639999999997,0.7356315999999999
0.4370000000000001,3.7766610000000003,0.7298765
0.43799999999999994,3.77209,0.7241496999999999
0.439,3.76755,0.7184514
0.44,3.7630410000000003,0.7127817
0.441,3.7585620000000004,0.7071407
0.442,3.754114,0.7015286999999999
0.44299999999999995,3.7496970000000003,0.6959456
0.444,3.745308,0.6903916999999999
0.445,3.74095,0.684867
0.446,3.736621,0.6793716999999999
0.447,3.7323199999999996,0.6739059000000001
0.44799999999999995,3.728049,0.6684696
0.449,3.7238059999999997,0.663063
0.45,3.7195910000000003,0.6576860999999999
