wl,n,k
0.19241499299999998,1.8668919999999998,1.9642669999999998
0.194001999,1.9321400000000002,1.94108
0.195589081,1.984278,1.913879
0.19717617799999998,2.0258529999999997,1.8874650000000002
0.198763351,2.060505,1.8647060000000002
0.200350571,2.092862,1.8455290000000002
0.201937836,2.124616,1.827046
0.203525162,2.155248,1.807468
0.205112518,2.1835169999999997,1.785873
0.20669992099999998,2.207427,1.7624849999999999
0.20828739899999998,2.2259330000000004,1.739423
0.209874908,2.23955,1.7184840000000001
0.211462448,2.249243,1.700924
0.21305004900000002,2.256307,1.687599
0.21463769500000002,2.262249,1.678623
0.216225388,2.268024,1.673644
0.217813141,2.2743439999999997,1.672389
0.219400925,2.2818680000000002,1.6745900000000002
0.22098877000000003,2.291283,1.679921
0.22257663,2.30323,1.6878009999999999
0.224164581,2.318057,1.697582
0.225752533,2.335993,1.7086970000000001
0.22734054599999998,2.3572319999999998,1.7206290000000002
0.228928619,2.382006,1.7328540000000001
0.230516693,2.4105779999999997,1.744589
0.232104858,2.442759,1.7549029999999999
0.233693039,2.478116,1.7631080000000001
0.235281281,2.516145,1.768707
0.23686953700000002,2.556311,1.771339
0.238457855,2.598058,1.770777
0.240046219,2.640863,1.7669650000000001
0.241634598,2.684325,1.7599060000000002
0.243223053,2.728095,1.7496080000000003
0.244811523,2.771859,1.736091
0.24640005499999998,2.81533,1.7193759999999998
0.247988602,2.85826,1.6994779999999998
0.249577194,2.900399,1.6763270000000001
0.251165848,2.941389,1.649848
0.252754517,2.980815,1.620011
0.254343231,3.018208,1.586825
0.25593200699999996,3.053023,1.550333
0.25752081299999996,3.084553,1.510643
0.25910964999999997,3.111751,1.468216
0.26069851699999996,3.133985,1.424312
0.262287415,3.151296,1.3800540000000001
0.263876373,3.163941,1.33636
0.26546536299999995,3.172315,1.294008
0.267054382,3.176934,1.253672
0.26864343300000004,3.1784689999999998,1.2159309999999999
0.270232513,3.1778720000000003,1.1811559999999999
0.27182165499999994,3.1760610000000002,1.149089
0.273410828,3.173483,1.119359
0.275000031,3.170425,1.09168
0.276589264,3.167092,1.065812
0.278178528,3.1636450000000003,1.041547
0.279767822,3.160209,1.0187
0.281357147,3.156894,0.9971030000000001
0.282946533,3.1538150000000003,0.976583
0.28453595000000004,3.151045,0.9569219999999999
0.28612536600000005,3.148593,0.9379149999999999
0.28771484399999997,3.146434,0.919378
0.289304352,3.1445119999999998,0.9011450000000001
0.29089386,3.142747,0.8830709999999999
0.292483459,3.1410270000000002,0.865024
0.29407302900000004,3.139205,0.846891
0.29566265899999994,3.137065,0.828586
0.297252319,3.134305,0.810179
0.29884201,3.130774,0.791895
0.300431732,3.126432,0.773934
0.302021484,3.121289,0.756471
0.303611267,3.115391,0.739663
0.30520105000000003,3.1088150000000003,0.7236520000000001
0.306790894,3.1016619999999997,0.708566
0.30838076799999997,3.094068,0.694521
0.309970642,3.0862119999999997,0.681616
0.311560577,3.078362,0.6698970000000001
0.313150543,3.07077,0.659226
0.314740509,3.063558,0.649433
0.316330505,3.0567889999999998,0.640364
0.317920532,3.050496,0.6318819999999999
0.31951059,3.044686,0.623861
0.321100677,3.0393470000000002,0.616182
0.322690796,3.034448,0.608738
0.324280914,3.029939,0.601431
0.325871063,3.025747,0.594171
0.327461243,3.021763,0.586883
0.329051453,3.017831,0.579569
0.330641693,3.013864,0.57231
0.332231964,3.009824,0.565175
0.333822235,3.0056979999999998,0.55823
0.335412537,3.001487,0.551531
0.337002869,2.997207,0.545131
0.338593231,2.992882,0.539077
0.340183594,2.9885490000000003,0.533412
0.34177398700000006,2.984255,0.528175
0.34336441,2.98006,0.5234
0.344954865,2.976041,0.519116
0.346545319,2.9723189999999997,0.515333
0.34813580299999997,2.969023,0.5119779999999999
0.349726288,2.966213,0.508941
0.35131683300000005,2.963917,0.506123
0.35290734900000004,2.962143,0.5034350000000001
0.354497894,2.9608849999999998,0.500792
0.35608850099999995,2.960124,0.498115
0.35767910799999997,2.959836,0.49533299999999997
0.359269714,2.9599830000000003,0.492378
0.360860352,2.960523,0.48918900000000004
0.362450989,2.961404,0.48571000000000003
0.364041687,2.962565,0.481889
0.365632385,2.963931,0.477681
0.367223083,2.965402,0.47305
0.368813782,2.966863,0.46802200000000005
0.370404541,2.968245,0.46265100000000003
0.3719953,2.969504,0.45698500000000003
0.37358606000000005,2.9706099999999998,0.45106999999999997
0.375176849,2.9715409999999998,0.444945
0.37676763900000004,2.972279,0.43864899999999996
0.378358459,2.972815,0.43221800000000005
0.37994931000000004,2.9731419999999997,0.425683
0.381540161,2.973256,0.41907700000000003
0.383131042,2.973158,0.41242799999999996
0.38472189300000004,2.972849,0.405763
0.386312805,2.972336,0.399107
0.387903687,2.971625,0.392484
0.38949459799999997,2.970727,0.385916
0.39108551,2.9696580000000004,0.379423
0.392676453,2.968435,0.373015
0.394267426,2.967068,0.3667
0.395858398,2.965568,0.360485
0.397449371,2.963946,0.35438000000000003
0.399040344,2.96221,0.348389
0.400631348,2.960371,0.342521
0.402222351,2.958439,0.336781
0.40381338499999997,2.956423,0.331177
0.405404388,2.954334,0.325712
0.406995422,2.952184,0.320394
0.40858648700000005,2.949984,0.315226
0.410177551,2.947747,0.310214
0.41176861600000003,2.9454860000000003,0.30536199999999997
0.41335967999999995,2.943219,0.300674
0.41495074500000007,2.940962,0.296154
0.41654184,2.938739,0.29180300000000003
0.41813290399999997,2.936582,0.287618
0.41972402999999997,2.934518,0.283574
0.421315125,2.932562,0.279647
0.42290625,2.93072,0.27581300000000003
0.42449737499999995,2.928999,0.27205
0.42608853099999994,2.927398,0.268336
0.427679626,2.9259180000000002,0.264652
0.429270813,2.924556,0.260979
0.430861908,2.923306,0.257299
0.432453064,2.922164,0.25359499999999996
0.43404424999999996,2.92112,0.24985100000000002
0.435635345,2.920166,0.24605100000000002
0.437226501,2.91929,0.242181
0.438817688,2.9184810000000003,0.238227
0.440408844,2.917725,0.234175
0.442000061,2.917006,0.230015
0.443591217,2.9163069999999998,0.225733
0.445182373,2.915605,0.22132
0.446773529,2.914877,0.21676399999999998
0.44836468499999993,2.914084,0.212062
