,wl,n,k
200,0.510251312,4.107173,2.7249209999999997
201,0.511845703,4.1189089999999995,2.723928
202,0.513440063,4.130619,2.7231080000000003
203,0.5150344240000001,4.14235,2.7224150000000003
204,0.516628784,4.15415,2.721802
205,0.518223083,4.166062999999999,2.721228
206,0.519817383,4.178131,2.720652
207,0.521411682,4.190394,2.7200349999999998
208,0.523005981,4.202893,2.7193419999999997
209,0.5246002200000001,4.215664,2.718536
210,0.5261944580000001,4.228744,2.7175860000000003
211,0.527788696,4.242165,2.7164610000000002
212,0.529382935,4.255962,2.715132
213,0.5309771120000001,4.270156,2.713579
214,0.532571289,4.284726999999999,2.711826
215,0.534165405,4.299637000000001,2.709907
216,0.535759583,4.314853,2.707855
217,0.5373536379999999,4.330344,2.7057
218,0.5389477540000001,4.346076,2.703473
219,0.54054187,4.3620209999999995,2.701202
220,0.542135864,4.378147,2.698913
221,0.543729919,4.394426,2.696634
222,0.5453239750000001,4.410831,2.694386
223,0.5469179690000001,4.427333999999999,2.692195
224,0.548511902,4.443911,2.690082
225,0.550105835,4.460535,2.688066
226,0.551699829,4.477182,2.686169
227,0.553293701,4.49383,2.6844069999999998
228,0.5548875730000001,4.510473,2.682777
229,0.556481445,4.52718,2.6811849999999997
230,0.558075256,4.544028,2.6795240000000002
231,0.5596690670000001,4.561097,2.67769
232,0.561262817,4.578462,2.675585
233,0.5628565670000001,4.596195,2.673116
234,0.564450317,4.614367,2.670197
235,0.5660440670000001,4.633043,2.666744
236,0.567637695,4.65229,2.66268
237,0.5692313230000001,4.672173,2.65793
238,0.570825012,4.69275,2.652428
239,0.572418579,4.714081,2.6461099999999997
240,0.5740121460000001,4.736225,2.638916
241,0.5756056519999999,4.7592360000000005,2.630793
242,0.577199158,4.783169,2.6216909999999998
243,0.578792664,4.808078,2.611566
244,0.580386108,4.833997,2.600381
245,0.581979553,4.860789,2.5881529999999997
246,0.583572876,4.8882129999999995,2.574924
247,0.5851662599999999,4.916039,2.5607349999999998
248,0.5867596440000001,4.944046,2.545619
249,0.5883529049999999,4.97202,2.529608
250,0.5899461669999999,4.999764,2.512726
251,0.591539429,5.027085,2.494992
252,0.593132568,5.0537980000000005,2.476424
253,0.594725708,5.079728,2.457032
254,0.596318909,5.104711,2.436821
255,0.597911987,5.128582,2.415796
256,0.599505005,5.151193,2.3939529999999998
257,0.6010980220000001,5.1723930000000005,2.371289
258,0.6026910400000001,5.192043,2.347791
259,0.604283997,5.210006,2.32345
260,0.605876892,5.226151,2.298246
261,0.6074698490000001,5.24035,2.272159
262,0.6090626219999999,5.252497,2.2451779999999997
263,0.6106554570000001,5.262662000000001,2.217377
264,0.6122482300000001,5.271,2.188886
265,0.6138409420000001,5.2776629999999995,2.15983
266,0.6154336549999999,5.282792,2.130332
267,0.617026306,5.286522,2.100518
268,0.618618958,5.288982,2.070505
269,0.620211548,5.290293,2.040419
270,0.621804077,5.290572,2.010377
271,0.6233965450000001,5.289929,1.9804970000000002
272,0.624989014,5.2884709999999995,1.9508990000000002
273,0.626581421,5.286297,1.9217009999999999
274,0.628173767,5.283504,1.8930169999999997
275,0.6297661130000001,5.280183999999999,1.8649650000000002
276,0.631358398,5.276423,1.8376599999999998
277,0.632950623,5.2723059999999995,1.8112169999999999
278,0.634542847,5.267912,1.7857470000000002
279,0.63613501,5.263319999999999,1.761364
280,0.637727173,5.2586010000000005,1.7381779999999998
281,0.639319214,5.2538279999999995,1.7163
282,0.640911255,5.249059,1.6958119999999999
283,0.6425032350000001,5.244308999999999,1.6766729999999999
284,0.644095154,5.239579,1.658798
285,0.6456870730000001,5.234868,1.642104
286,0.6472789309999999,5.230179,1.626509
287,0.648870728,5.225517,1.611932
288,0.650462463,5.220885,1.5982969999999999
289,0.652054138,5.21629,1.585525
290,0.653645813,5.2117379999999995,1.573541
291,0.6552374269999999,5.207234,1.562273
292,0.656828979,5.202787,1.5516459999999999
293,0.658420471,5.198405,1.541593
294,0.6600119019999999,5.194095,1.532043
295,0.6616033940000001,5.189866,1.522928
296,0.663194702,5.185726,1.514184
297,0.664786011,5.181684,1.505747
298,0.6663773190000001,5.17775,1.4975530000000001
299,0.6679685059999999,5.17393,1.489542
300,0.6695596920000001,5.170236,1.481653
301,0.671150757,5.166675,1.473829
302,0.6727418209999999,5.163256,1.466012
303,0.6743328249999999,5.159989,1.458148
304,0.675923767,5.156880999999999,1.4501899999999999
305,0.677514648,5.1539269999999995,1.442134
306,0.6791054690000001,5.15112,1.433991
307,0.680696289,5.14845,1.425772
308,0.6822869870000001,5.14591,1.4174870000000002
309,0.683877686,5.143492,1.409147
310,0.685468323,5.141189,1.4007610000000001
311,0.687058899,5.138992,1.3923379999999999
312,0.688649353,5.136895,1.383889
313,0.690239868,5.13489,1.375422
314,0.6918302,5.132969,1.366946
315,0.693420532,5.131126,1.358471
316,0.695010864,5.129353,1.350003
317,0.696601074,5.127644,1.341552
318,0.698191223,5.125992,1.333125
319,0.6997813110000001,5.12439,1.32473
320,0.7013713380000001,5.122831,1.316375
321,0.702961304,5.121308999999999,1.308066
322,0.7045512700000001,5.119819000000001,1.299811
323,0.706141113,5.118352,1.2916159999999999
324,0.707730896,5.116905,1.2834889999999999
325,0.7093206790000001,5.115469,1.275435
326,0.710910339,5.11404,1.26746
327,0.712499939,5.112612,1.259572
328,0.714089478,5.111178,1.251775
329,0.7156790160000001,5.109736,1.2440719999999998
330,0.717268433,5.108288,1.2364600000000001
331,0.718857788,5.106833,1.2289379999999999
332,0.7204471440000001,5.105373,1.221501
333,0.7220363160000001,5.103911,1.214148
334,0.723625488,5.102446,1.206875
335,0.7252146,5.10098,1.199681
336,0.7268036499999999,5.099515,1.192561
337,0.728392639,5.098051,1.1855149999999999
338,0.729981567,5.09659,1.1785379999999999
339,0.731570374,5.095133000000001,1.17163
340,0.7331591190000001,5.093681,1.164788
341,0.7347478639999999,5.092235,1.158009
342,0.736336487,5.090796,1.151291
343,0.7379250490000001,5.089366,1.1446319999999999
344,0.73951355,5.087946,1.1380299999999999
345,0.741101929,5.086536,1.131483
346,0.7426903079999999,5.0851370000000005,1.1249879999999999
347,0.7442786250000001,5.083752,1.1185450000000001
348,0.745866821,5.082379,1.11215
349,0.7474549559999999,5.081021,1.105802
350,0.749043091,5.0796790000000005,1.099499
351,0.7506311040000001,5.078353,1.0932389999999998
352,0.7522190550000001,5.077044,1.08702
353,0.7538068849999999,5.075754,1.080842
354,0.7553946530000001,5.074483,1.0747010000000001
355,0.756982361,5.073232,1.068597
356,0.758570007,5.0720019999999995,1.0625280000000001
357,0.760157593,5.070791000000001,1.056492
358,0.7617451169999999,5.069598,1.05049
359,0.7633325200000001,5.068421,1.0445209999999998
360,0.7649198610000001,5.067257,1.038583
361,0.7665071410000001,5.066105,1.032677
362,0.76809436,5.064962,1.026802
363,0.769681458,5.063827,1.020956
364,0.7712684940000001,5.062697,1.015141
365,0.7728554690000001,5.061573,1.009354
366,0.774442322,5.06045,1.003595
367,0.776029175,5.059328,0.997865
368,0.777615845,5.058204,0.9921610000000001
369,0.779202515,5.057078,0.986484
370,0.780789124,5.055948,0.980833
371,0.7823756099999999,5.054812,0.9752069999999999
372,0.783962036,5.053668,0.969607
373,0.7855483400000001,5.052516000000001,0.9640299999999999
374,0.7871346440000001,5.051353,0.958477
375,0.788720825,5.050179,0.952947
376,0.790306885,5.048992,0.94744
377,0.7918928829999999,5.04779,0.9419549999999999
378,0.793478821,5.046573,0.936491
379,0.7950646360000001,5.045338,0.931048
380,0.796650452,5.044086,0.9256260000000001
381,0.798236145,5.042813,0.9202229999999999
382,0.7998217160000001,5.0415209999999995,0.91484
383,0.8014072269999999,5.0402059999999995,0.9094760000000001
384,0.8029926759999999,5.038868,0.9041290000000001
385,0.804578003,5.037508,0.8988010000000001
386,0.8061632080000001,5.036121,0.89349
387,0.807748413,5.034708,0.8881950000000001
388,0.8093334959999999,5.03327,0.882917
389,0.8109185179999999,5.031808,0.877656
390,0.812503418,5.030324,0.8724129999999999
391,0.814088257,5.02882,0.867187
392,0.815672974,5.027297,0.861979
393,0.81725769,5.025758000000001,0.856791
394,0.818842163,5.024205,0.851621
395,0.820426636,5.022639,0.8464709999999999
396,0.8220110469999999,5.021062000000001,0.841341
397,0.823595398,5.019475,0.836231
398,0.825179565,5.017881,0.831141
399,0.8267636719999999,5.016280999999999,0.826073
400,0.828347778,5.014675,0.8210270000000001
401,0.829931641,5.0130669999999995,0.816002
402,0.8315155030000001,5.011458,0.810999
403,0.833099243,5.009848000000001,0.8060189999999999
404,0.8346829219999999,5.00824,0.8010619999999999
405,0.836266479,5.006635,0.796129
406,0.8378499150000001,5.005033,0.791219
407,0.839433289,5.003438,0.786333
408,0.841016602,5.001849,0.781471
409,0.842599792,5.000268,0.776634
410,0.8441829220000001,4.998697,0.7718229999999999
411,0.84576593,4.997136,0.7670359999999999
412,0.847348816,4.995587,0.7622760000000001
413,0.848931641,4.994051,0.757541
414,0.850514343,4.992529,0.752833
415,0.852096985,4.991023,0.748152
416,0.8536795039999999,4.989532,0.7434970000000001
417,0.855261902,4.98806,0.73887
418,0.8568442380000001,4.986605,0.734271
419,0.858426453,4.98517,0.729699
420,0.8600086060000001,4.983756,0.725156
421,0.8615906369999999,4.982362999999999,0.720641
422,0.8631725460000002,4.980992,0.716155
423,0.864754395,4.979644,0.7116979999999999
424,0.866336121,4.978319,0.70727
425,0.867917786,4.977014,0.70287
426,0.8694993289999998,4.975727,0.698498
427,0.87108075,4.974456,0.694152
428,0.872661987,4.9732,0.689833
429,0.8742432859999999,4.971956,0.6855399999999999
430,0.875824402,4.9707230000000004,0.681271
431,0.877405457,4.969499,0.677028
432,0.878986328,4.968281,0.672808
433,0.8805672,4.967069,0.668612
434,0.882147827,4.96586,0.664439
435,0.883728516,4.964654,0.660288
436,0.8853089599999999,4.963447,0.656158
437,0.8868893429999999,4.96224,0.65205
438,0.8884697269999999,4.961029,0.647962
439,0.890049927,4.959814,0.643895
440,0.8916300050000001,4.9585919999999994,0.639847
441,0.8932099609999999,4.957364,0.635818
442,0.894789734,4.9561269999999995,0.631807
443,0.896369507,4.954879,0.627814
444,0.897949219,4.95362,0.623838
445,0.8995286869999999,4.952348000000001,0.61988
446,0.901108215,4.951061,0.615937
447,0.9026875,4.949758999999999,0.61201
448,0.9042667240000001,4.94844,0.608099
449,0.905845825,4.947103,0.604202
450,0.9074248050000001,4.945747,0.60032
451,0.909003723,4.944369999999999,0.5964510000000001
452,0.91058252,4.942972,0.592596
453,0.912161133,4.9415510000000005,0.588754
454,0.9137397460000001,4.940106,0.584923
455,0.915318176,4.938636,0.581105
456,0.916896484,4.9371410000000004,0.577298
457,0.918474731,4.935618,0.5735020000000001
458,0.920052856,4.934067,0.569716
459,0.921630737,4.932487999999999,0.56594
460,0.9232086789999999,4.930878,0.562174
461,0.924786438,4.929238,0.558417
462,0.926364075,4.927566000000001,0.554669
463,0.927941589,4.925861,0.550928
464,0.929519043,4.9241220000000006,0.547196
465,0.9310963130000002,4.922351,0.543471
466,0.9326735230000001,4.920547,0.5397529999999999
467,0.93425061,4.918711,0.536044
468,0.935827515,4.916846,0.532343
469,0.9374044189999999,4.9149519999999995,0.528651
470,0.9389810789999999,4.91303,0.524967
471,0.940557617,4.911082,0.521292
472,0.9421341550000001,4.909109,0.517626
473,0.943710449,4.907112000000001,0.513969
474,0.945286743,4.905092,0.510322
475,0.9468629150000001,4.903049,0.506684
476,0.948438843,4.900986,0.5030560000000001
477,0.9500147710000001,4.898903,0.499438
478,0.9515904539999999,4.896802,0.495831
479,0.953166138,4.8946819999999995,0.492234
480,0.954741577,4.892546,0.488647
481,0.9563170169999999,4.890394000000001,0.485072
482,0.957892273,4.888227,0.48150699999999996
483,0.959467407,4.886046,0.477954
484,0.96104248,4.883852,0.474412
485,0.962617371,4.881645,0.47088100000000005
486,0.964192078,4.879428,0.467362
487,0.9657667849999999,4.8772,0.46385600000000005
488,0.967341309,4.874963,0.46036099999999996
489,0.96891571,4.872717,0.45687799999999995
490,0.970489929,4.870463,0.453408
491,0.9720641480000001,4.868201999999999,0.44995100000000005
492,0.973638184,4.8659349999999995,0.446506
493,0.975212036,4.863663,0.44307399999999997
494,0.9767858279999999,4.861385,0.43965600000000005
495,0.978359497,4.859104,0.43625
496,0.979932922,4.85682,0.432859
497,0.981506348,4.854533,0.42948000000000003
498,0.98307959,4.852244000000001,0.42611499999999997
499,0.98465271,4.8499550000000005,0.42276499999999995
500,0.9862257080000001,4.847665,0.41942799999999997
501,0.987798523,4.845376,0.41610600000000003
502,0.9893712769999999,4.843087000000001,0.412797
503,0.9909439699999999,4.8408,0.409504
504,0.9925164179999999,4.838516,0.406225
505,0.9940887449999999,4.836233999999999,0.402961
506,0.99566095,4.833956,0.39971100000000004
507,0.997233032,4.831682,0.396477
508,0.9988049929999999,4.829413,0.393258
509,1.011491882,4.811328,0.367844
510,1.0149393310000001,4.806494,0.361119
511,1.018386108,4.801696,0.354478
512,1.0218321529999999,4.796933,0.347921
513,1.0252775880000002,4.792205,0.341452
514,1.028722168,4.787513,0.335072
515,1.032166138,4.7828550000000005,0.328782
516,1.035609497,4.778231,0.322585
517,1.0390520019999998,4.7736410000000005,0.316481
518,1.042494019,4.769086,0.310473
519,1.045935303,4.764564,0.304561
520,1.049376099,4.760075,0.298747
521,1.0528161619999998,4.755619,0.293032
522,1.056255615,4.751196,0.287418
523,1.059694336,4.746805,0.281906
524,1.063132568,4.742446,0.276495
525,1.066570068,4.738119,0.271189
526,1.07000708,4.733823,0.265987
527,1.0734436039999997,4.729558,0.26089
528,1.076879395,4.725324,0.255899
529,1.080314697,4.72112,0.251015
530,1.083749268,4.716947,0.246238
531,1.0871834720000002,4.712802,0.241569
532,1.0906170650000002,4.708687,0.23700900000000003
533,1.0940501710000001,4.7046,0.232558
534,1.097482666,4.700543,0.22821599999999997
535,1.100914795,4.696512,0.22398
536,1.104346191,4.692508,0.219846
537,1.1077771,4.688528,0.215811
538,1.111207642,4.684572,0.21186999999999998
539,1.1146376949999999,4.680638,0.20802199999999998
540,1.118067139,4.676726,0.204262
541,1.121496216,4.672835,0.20058800000000002
542,1.124924683,4.668963,0.196995
543,1.128352783,4.665109999999999,0.193482
544,1.131780518,4.661274,0.190045
545,1.135207764,4.657455000000001,0.186682
546,1.1386345210000002,4.653652,0.183389
547,1.142060791,4.649864,0.18016400000000002
548,1.145486694,4.64609,0.177004
549,1.148912231,4.64233,0.173907
550,1.15233728,4.638583000000001,0.170869
551,1.1557619630000002,4.634848000000001,0.16789
552,1.159186279,4.631124,0.164965
553,1.162610352,4.627411,0.16209400000000002
554,1.166033936,4.623708000000001,0.159273
555,1.169457031,4.620015,0.156501
556,1.172879883,4.616331,0.153775
557,1.17630249,4.612655999999999,0.151093
558,1.1797244869999999,4.608988,0.148453
559,1.183146362,4.605328,0.14585399999999998
560,1.1865678710000003,4.601674,0.143293
561,1.189989014,4.598027,0.140768
562,1.193409912,4.594386,0.13827799999999998
563,1.196830444,4.59075,0.135821
564,1.2,4.592884,0.137164237
565,1.2206349,4.582656,0.12804369599999998
566,1.2412698,4.573257,0.119529612
567,1.2619048,4.564607,0.11158166
568,1.2825397,4.556637,0.104162195
569,1.3031746,4.549283,0.097236078
570,1.3238095,4.542488,0.090770503
571,1.3444444,4.5362029999999995,0.08473484699999999
572,1.3650794000000002,4.5303830000000005,0.07910052299999999
573,1.3857143,4.524986,0.073840846
574,1.4063492000000002,4.519977,0.068930904
575,1.4269840999999999,4.515322,0.06434744099999999
576,1.447619,4.510991000000001,0.060068749000000005
577,1.468254,4.506958999999999,0.056074563
578,1.4888888999999998,4.5032,0.052345964
579,1.5095238,4.499693,0.048865294000000004
580,1.5301586999999999,4.496418,0.045616065
581,1.5507937,4.4933559999999995,0.04258289
582,1.5714286,4.4904910000000005,0.039751401
583,1.5920635,4.4878089999999995,0.037108188
584,1.6126984,4.485294000000001,0.034640731
585,1.6333333,4.4829360000000005,0.032337345
586,1.6539683,4.480722,0.030187119
587,1.6746032,4.478642,0.028179869
588,1.6952381,4.476686,0.026306088999999998
589,1.7158729999999998,4.474846,0.024556902999999998
590,1.7365079,4.473113,0.022924026
591,1.7571429,4.471480000000001,0.021399726
592,1.7777778,4.46994,0.019976781000000002
593,1.7984127,4.4684870000000005,0.018648454
594,1.8190476000000002,4.467115,0.017408451000000002
595,1.8396824999999999,4.465818,0.016250901
596,1.8603175,4.464593,0.01517032
597,1.8809524,4.463433,0.014161591000000001
598,1.9015872999999999,4.462336,0.013219936000000002
599,1.9222222,4.461296,0.012340895
600,1.9428571,4.460311,0.011520305
601,1.9634920999999999,4.459376,0.010754278999999999
602,1.9841270000000002,4.45849,0.010039188000000001
603,2.0047619,4.457648000000001,0.009371647
604,2.0253967999999998,4.456849,0.008748492
605,2.0460317,4.4560889999999995,0.008166774
606,2.0666667000000003,4.455367,0.007623736
607,2.0873016,4.454680000000001,0.007116806
608,2.1079364999999997,4.454026,0.006643584
609,2.1285714,4.453403,0.006201829
610,2.1492063,4.4528099999999995,0.005789447
611,2.1698413,4.452244,0.005404486
612,2.1904762,4.4517050000000005,0.005045122
613,2.2111111,4.451191000000001,0.004709654000000001
614,2.2317460000000002,4.4507,0.004396492
615,2.2523809999999997,4.450231,0.0041041540000000005
616,2.2730159,4.449783,0.003831254
617,2.2936508,4.449355000000001,0.0035765000000000003
618,2.3142857,4.448946,0.0033386859999999996
619,2.3349206,4.448555000000001,0.003116684
620,2.3555556,4.448181,0.002909445
621,2.3761905000000003,4.4478230000000005,0.0027159859999999997
622,2.3968254,4.447479,0.00253539
623,2.4174603,4.447151,0.002366803
624,2.4380952000000002,4.446836,0.002209426
625,2.4587301999999998,4.446534,0.0020625129999999998
626,2.4793651,4.446244999999999,0.001925369
627,2.5,4.445967,0.001797344
